2025-02-10 08:24:16.82 | vgervais | APP_v5.O.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 16:30:29.51 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6992 secondes

2025-02-10 16:30:29.55 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 16:30:29.63 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0742 secondes

2025-02-10 16:30:29.66 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-10 | 
2025-02-10 16:30:29.77 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1094 secondes

2025-02-10 16:30:29.81 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-10 | 
2025-02-10 16:30:29.86 | vgervais | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 16:30:29.89 | vgervais | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 16:30:29.94 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 16:30:30.08 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-10 16:30:30.12 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 16:30:30.21 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0977 secondes

2025-02-10 16:30:30.25 | vgervais | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1367 secondes

2025-02-10 16:30:30.30 | vgervais | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 16:30:30.52 | vgervais | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2305 secondes

2025-02-10 16:30:30.57 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 16:30:30.64 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0781 secondes

2025-02-10 16:30:30.68 | vgervais | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1172 secondes

2025-02-10 16:30:30.80 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-10 | 0,2578 secondes

2025-02-10 16:30:30.86 | vgervais | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,3008 secondes

2025-02-10 16:30:30.91 | vgervais | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,3359 secondes

2025-02-10 16:53:08.64 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Entreprises Janso Inc. [Michel Nadeau] | 
2025-02-10 16:53:08.68 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-10 16:53:09.11 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Entreprises Janso Inc. [Michel Nadeau] | 
2025-02-10 16:53:09.14 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0312 secondes

2025-02-10 16:55:03.14 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | tel avec Michel sur vente de tous les immeubles ou vente de la société qui détient les immeubles | 
2025-02-10 16:55:03.18 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0391 secondes

2025-02-10 16:55:04.11 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.5 | 
2025-02-10 16:55:04.14 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-10 16:55:04.16 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-10 16:55:04.19 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0312 secondes

2025-02-10 16:55:10.50 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 16:55:10.53 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 16:55:10.55 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Entreprises Janso Inc. [Michel Nadeau] | 
2025-02-10 16:55:10.58 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-10 16:55:10.60 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 16:55:11.34 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7422 secondes

2025-02-10 16:55:11.37 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 16:55:11.44 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0781 secondes

2025-02-10 16:55:11.47 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-10 | 
2025-02-10 16:55:11.61 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1445 secondes

2025-02-10 16:55:11.64 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 
2025-02-10 16:55:11.68 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 16:55:11.71 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 16:55:11.73 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 16:55:11.90 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-10 16:55:11.93 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 16:55:12.02 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0938 secondes

2025-02-10 16:55:12.04 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1172 secondes

2025-02-10 16:55:12.06 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 16:55:12.34 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2852 secondes

2025-02-10 16:55:12.36 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 16:55:12.44 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0781 secondes

2025-02-10 16:55:12.46 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1016 secondes

2025-02-10 16:55:12.54 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 0,1797 secondes

2025-02-10 16:55:12.56 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,2031 secondes

2025-02-10 16:55:12.59 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2227 secondes

2025-02-10 17:24:50.14 | User | APP_v5.P.0.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-10 17:24:50.21 | User | APP_v5.P.0.xlsb | Validation d'accès serveur terminée |  | 0,0078 secondes

2025-02-10 17:24:50.26 | User | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-10 17:24:50.36 | User | APP_v5.P.0.xlsb | modAppli:CreateUserActiveFile |  | 0,1055 secondes

2025-02-10 17:24:50.41 | User | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-10 17:24:50.49 | User | APP_v5.P.0.xlsb | modAppli:SetupUserDateFormat |  | 0,0859 secondes

2025-02-10 17:24:50.54 | User | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 
2025-02-10 17:24:50.99 | User | APP_v5.P.0.xlsb | modAppli:BackupMasterFile |  | 0,4570 secondes

2025-02-10 17:24:51.04 | User | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-10 17:24:51.15 | User | APP_v5.P.0.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,1094 secondes

2025-02-10 17:24:51.20 | User | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-10 17:24:51.26 | User | APP_v5.P.0.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0703 secondes

2025-02-10 17:24:51.35 | User | APP_v5.P.0.xlsb | modAppli:CodeEssentielDepart |  | 0,1562 secondes

2025-02-10 17:24:59.43 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9455-3302 Québec Inc. [Serge Michaud Électricien] Électrique | 
2025-02-10 17:24:59.46 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-10 17:24:59.93 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9455-3302 Québec Inc. [Serge Michaud Électricien] | 
2025-02-10 17:24:59.96 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-10 17:25:15.39 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | tel avec Serge sur vente de son entreprise et planification pré-vente | 
2025-02-10 17:25:15.42 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0352 secondes

2025-02-10 17:25:16.40 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.75 | 
2025-02-10 17:25:16.43 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-10 17:25:16.46 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-10 17:25:16.48 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0312 secondes

2025-02-10 17:25:21.02 | User | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 
2025-02-10 17:25:21.11 | User | APP_v5.P.0.xlsb | modMenu:menuTEC_Click |  | 0,1055 secondes

2025-02-10 17:25:18.62 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 17:25:18.66 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 17:25:18.69 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9455-3302 Québec Inc. [Serge Michaud Électricien] | 
2025-02-10 17:25:18.71 | GuillaumeCharron | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-10 17:25:18.73 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 17:25:19.48 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7461 secondes

2025-02-10 17:25:19.50 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 17:25:19.57 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0742 secondes

2025-02-10 17:25:19.60 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-10 | 
2025-02-10 17:25:19.72 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1250 secondes

2025-02-10 17:25:19.75 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 
2025-02-10 17:25:19.80 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 17:25:22.31 | User | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-10 17:25:19.82 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 17:25:19.86 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 17:25:22.43 | User | APP_v5.P.0.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,1289 secondes

2025-02-10 17:25:22.49 | User | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-10 17:25:22.54 | User | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 
2025-02-10 17:25:20.03 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1875 secondes

2025-02-10 17:25:20.08 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 17:25:20.18 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0977 secondes

2025-02-10 17:25:20.20 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1211 secondes

2025-02-10 17:25:20.22 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 17:25:20.50 | GuillaumeCharron | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2812 secondes

2025-02-10 17:25:20.52 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 17:25:20.59 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0664 secondes

2025-02-10 17:25:20.61 | GuillaumeCharron | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,0898 secondes

2025-02-10 17:25:23.16 | User | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 
2025-02-10 17:25:20.69 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-10 | 0,1797 secondes

2025-02-10 17:25:23.22 | User | APP_v5.P.0.xlsb | modImport:ResizeTable |  | 0,0742 secondes

2025-02-10 17:25:20.72 | GuillaumeCharron | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,2188 secondes

2025-02-10 17:25:20.76 | GuillaumeCharron | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,2422 secondes

2025-02-10 17:25:23.27 | User | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 
2025-02-10 17:25:23.34 | User | APP_v5.P.0.xlsb | modImport:ApplyFormatting |  | 0,0820 secondes

2025-02-10 17:25:23.45 | User | APP_v5.P.0.xlsb | modImport:Client_List_Import_All |  | 0,1875 secondes

2025-02-10 17:25:23.50 | User | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 
2025-02-10 17:25:24.24 | User | APP_v5.P.0.xlsb | modImport:TEC_Import_All |  | 0,7422 secondes

2025-02-10 17:25:24.32 | User | APP_v5.P.0.xlsb | ufSaisieHeures:UserForm_Activate |  | 0,8164 secondes

2025-02-10 17:25:27.66 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-10 17:25:27.71 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0625 secondes

2025-02-10 17:25:28.77 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-10 17:25:28.82 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 10-02-2025, 600, 15 | 
2025-02-10 17:25:30.59 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 1,7695 secondes

2025-02-10 17:25:35.25 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-10 17:25:35.32 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date | 2025-02-10, 600, 15 | 
2025-02-10 17:25:35.36 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Complete_Date |  | 0,0547 secondes

2025-02-10 17:25:35.43 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,1250 secondes

2025-02-10 17:25:35.48 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-10 17:25:35.55 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/02-10-2025 | 
2025-02-10 17:25:35.69 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1445 secondes

2025-02-10 17:25:35.74 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/02-10-2025 | 
2025-02-10 17:25:35.80 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 17:25:35.85 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 17:25:35.90 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 17:25:36.06 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-10 17:25:36.11 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 17:25:36.26 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1523 secondes

2025-02-10 17:25:36.30 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1992 secondes

2025-02-10 17:25:36.36 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 17:25:36.64 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2891 secondes

2025-02-10 17:25:36.69 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 17:25:36.84 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1562 secondes

2025-02-10 17:25:36.88 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1992 secondes

2025-02-10 17:25:37.04 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/02-10-2025 | 0,3555 secondes

2025-02-10 17:25:37.09 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,4062 secondes

2025-02-10 17:25:43.25 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | A | 
2025-02-10 17:25:43.30 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0664 secondes

2025-02-10 17:25:44.63 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-10 17:25:44.74 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-10 17:25:44.79 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 17:25:44.83 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | 5 | 
2025-02-10 17:25:44.87 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-10 17:25:44.93 | User | APP_v5.P.0.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,1133 secondes

2025-02-10 17:25:44.98 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-10 17:25:45.04 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0625 secondes

2025-02-10 17:25:45.10 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-10 17:25:45.14 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-10 17:25:51.20 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Comptabilité du cabinet 
 | 
2025-02-10 17:25:51.29 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0938 secondes

2025-02-10 17:25:53.96 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.75 | 
2025-02-10 17:25:54.04 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0820 secondes

2025-02-10 17:25:54.11 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit | 1,75 | 
2025-02-10 17:25:54.16 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0547 secondes

2025-02-10 17:25:57.89 | User | APP_v5.P.0.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-10 17:25:57.94 | User | APP_v5.P.0.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0547 secondes

2025-02-10 17:26:02.95 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-10 17:26:03.01 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-10 17:26:03.06 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-10 17:26:03.11 | User | APP_v5.P.0.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-10 17:26:03.17 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-10 17:26:04.14 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,9766 secondes

2025-02-10 17:26:04.19 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-10 17:26:04.31 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1289 secondes

2025-02-10 17:26:04.36 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-10 | 
2025-02-10 17:26:04.51 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1562 secondes

2025-02-10 17:26:04.55 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-10 | 
2025-02-10 17:26:04.61 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-10 17:26:04.66 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-10 17:26:04.71 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-10 17:26:04.88 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1719 secondes

2025-02-10 17:26:04.93 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-10 17:26:05.05 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1289 secondes

2025-02-10 17:26:05.10 | User | APP_v5.P.0.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,1719 secondes

2025-02-10 17:26:05.14 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-10 17:26:05.30 | User | APP_v5.P.0.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1680 secondes

2025-02-10 17:26:05.35 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-10 17:26:05.45 | User | APP_v5.P.0.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1094 secondes

2025-02-10 17:26:05.50 | User | APP_v5.P.0.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,1562 secondes

2025-02-10 17:26:05.70 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-10 | 0,3594 secondes

2025-02-10 17:26:05.75 | User | APP_v5.P.0.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 0,4062 secondes

2025-02-10 17:26:05.80 | User | APP_v5.P.0.xlsb | ufSaisieHeures:cmdAdd_Click |  | 0,4531 secondes

2025-02-10 17:26:16.88 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9241 | 
2025-02-10 17:26:16.95 | User | APP_v5.P.0.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0742 secondes

