2025-02-20 06:25:56.35 | Guillaume | APP_v6.A.1.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-20 16:19:41.02 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0742 secondes

2025-02-20 16:19:41.07 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,75 | 
2025-02-20 16:19:41.12 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0625 secondes

2025-02-20 16:19:44.99 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 16:19:45.04 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 16:19:45.09 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Arthur Malouin Ltée [Yvan Malouin] | 
2025-02-20 16:19:45.13 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-20 16:19:45.17 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 16:19:45.00 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8320 secondes

2025-02-20 16:19:46.04 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 16:19:46.18 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1484 secondes

2025-02-20 16:19:46.23 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-20 | 
2025-02-20 16:19:46.38 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1641 secondes

2025-02-20 16:19:46.43 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 
2025-02-20 16:19:46.50 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 16:19:46.54 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 16:19:46.59 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 16:19:46.73 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1523 secondes

2025-02-20 16:19:46.79 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 16:19:46.91 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1328 secondes

2025-02-20 16:19:46.96 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4219 secondes

2025-02-20 16:19:47.00 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 16:19:47.15 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1523 secondes

2025-02-20 16:19:47.20 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 16:19:47.29 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0977 secondes

2025-02-20 16:19:47.34 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8438 secondes

2025-02-20 16:19:47.60 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 1,1797 secondes

2025-02-20 16:19:47.64 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,6133 secondes

2025-02-20 16:19:47.69 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,7031 secondes

2025-02-20 16:19:59.36 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les plac | 
2025-02-20 16:19:59.42 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0703 secondes

2025-02-20 16:19:59.53 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 16:19:59.61 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Placements Paré Inc. [Pierre Paré] Pare | 
2025-02-20 16:19:59.68 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0859 secondes

2025-02-20 16:19:59.74 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 2052 | 
2025-02-20 16:19:59.79 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:19:59.85 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,3242 secondes

2025-02-20 16:19:59.89 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Placements Paré Inc. [Pierre Paré] Pare | 
2025-02-20 16:19:59.95 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-20 16:20:00.00 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Placements Paré Inc. [Pierre Paré] | 
2025-02-20 16:20:00.06 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-20 16:20:07.94 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Instructions à Annie pour les préparations des feuillets 2024
 | 
2025-02-20 16:20:08.00 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0742 secondes

2025-02-20 16:20:09.43 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-20 16:20:09.50 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0781 secondes

2025-02-20 16:20:09.56 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-20 16:20:09.61 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0547 secondes

2025-02-20 16:20:10.86 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 16:20:10.91 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 16:20:10.95 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Placements Paré Inc. [Pierre Paré] | 
2025-02-20 16:20:10.00 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-20 16:20:11.04 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 16:20:11.93 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8945 secondes

2025-02-20 16:20:11.98 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 16:20:12.13 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1484 secondes

2025-02-20 16:20:12.18 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-20 | 
2025-02-20 16:20:12.34 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1680 secondes

2025-02-20 16:20:12.39 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 
2025-02-20 16:20:12.46 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 16:20:12.51 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 16:20:12.55 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 16:20:12.73 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1836 secondes

2025-02-20 16:20:12.77 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 16:20:12.89 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-20 16:20:12.93 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4297 secondes

2025-02-20 16:20:12.98 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 16:20:13.11 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1406 secondes

2025-02-20 16:20:13.16 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 16:20:13.23 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0820 secondes

2025-02-20 16:20:13.27 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8164 secondes

2025-02-20 16:20:13.54 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 1,1602 secondes

2025-02-20 16:20:13.60 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,7070 secondes

2025-02-20 16:20:13.66 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,8008 secondes

2025-02-20 16:20:39.87 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Groupe | 
2025-02-20 16:20:39.93 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0742 secondes

2025-02-20 16:20:40.10 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 16:20:40.18 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Nicole Brodeur Groupe Ducharme | 
2025-02-20 16:20:40.23 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-20 16:20:40.27 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1055b | 
2025-02-20 16:20:40.32 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:20:40.38 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2891 secondes

2025-02-20 16:20:40.43 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Nicole Brodeur Groupe Ducharme | 
2025-02-20 16:20:40.47 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-20 16:20:40.53 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Nicole Brodeur | 
2025-02-20 16:20:40.57 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-20 16:20:48.41 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Transmission du RRI
 | 
2025-02-20 16:20:48.45 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-20 16:20:50.01 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-20 16:20:50.09 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0898 secondes

2025-02-20 16:20:50.15 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-20 16:20:50.21 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0664 secondes

2025-02-20 16:20:56.39 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Transmission du RRI et classement | 
2025-02-20 16:20:56.43 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-20 16:20:56.48 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 16:20:56.54 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 16:20:56.58 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Nicole Brodeur | 
2025-02-20 16:20:56.63 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:20:56.67 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 16:20:57.58 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,9141 secondes

2025-02-20 16:20:57.63 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 16:20:57.75 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1289 secondes

2025-02-20 16:20:57.80 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-20 | 
2025-02-20 16:20:57.96 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1758 secondes

2025-02-20 16:20:58.01 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 
2025-02-20 16:20:58.09 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 16:20:58.14 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 16:20:58.19 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 16:20:58.34 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1602 secondes

2025-02-20 16:20:58.39 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 16:20:58.51 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-20 16:20:58.57 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4492 secondes

2025-02-20 16:20:58.62 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 16:20:58.75 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1367 secondes

2025-02-20 16:20:58.80 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 16:20:58.91 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1172 secondes

2025-02-20 16:20:58.95 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8672 secondes

2025-02-20 16:20:59.21 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 1,2031 secondes

2025-02-20 16:20:59.25 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,7227 secondes

2025-02-20 16:20:59.30 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,8164 secondes

2025-02-20 16:21:09.95 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Sylvie Rocheleau | 
2025-02-20 16:21:10.01 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0742 secondes

2025-02-20 16:21:10.67 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 16:21:10.75 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-20 16:21:10.80 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-20 16:21:10.84 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1514 | 
2025-02-20 16:21:10.89 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:21:10.95 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2891 secondes

2025-02-20 16:21:10.00 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-20 16:21:11.04 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:21:11.11 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-20 16:21:11.15 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-20 16:21:19.16 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | JVM de trois sociétés
 | 
2025-02-20 16:21:19.23 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0742 secondes

2025-02-20 16:21:20.75 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 2.25 | 
2025-02-20 16:21:20.83 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0820 secondes

2025-02-20 16:21:20.89 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 2,25 | 
2025-02-20 16:21:20.93 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0547 secondes

2025-02-20 16:21:23.35 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 16:21:23.40 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 16:21:23.45 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-20 16:21:23.49 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-20 16:21:23.54 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 16:21:24.41 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8828 secondes

2025-02-20 16:21:24.46 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 16:21:24.59 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1328 secondes

2025-02-20 16:21:24.63 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-20 | 
2025-02-20 16:21:24.82 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1875 secondes

2025-02-20 16:21:24.88 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 
2025-02-20 16:21:24.95 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 16:21:24.00 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 16:21:25.05 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 16:21:25.19 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1523 secondes

2025-02-20 16:21:25.24 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 16:21:25.36 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1250 secondes

2025-02-20 16:21:25.41 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4141 secondes

2025-02-20 16:21:25.45 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-20 16:21:25.59 | User | APP_v6.A.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1523 secondes

2025-02-20 16:21:25.64 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-20 16:21:25.72 | User | APP_v6.A.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0859 secondes

2025-02-20 16:21:25.77 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8281 secondes

2025-02-20 16:21:26.02 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 1,1523 secondes

2025-02-20 16:21:26.07 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,6758 secondes

2025-02-20 16:21:26.11 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,7656 secondes

2025-02-20 16:21:36.11 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Acier | 
2025-02-20 16:21:36.16 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0586 secondes

2025-02-20 16:21:36.47 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-20 16:21:36.56 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-20 16:21:36.61 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-20 16:21:36.65 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1350 | 
2025-02-20 16:21:36.70 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-20 16:21:36.76 | User | APP_v6.A.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2969 secondes

2025-02-20 16:21:36.81 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-20 16:21:36.86 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0625 secondes

2025-02-20 16:21:36.91 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-20 16:21:36.96 | User | APP_v6.A.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-20 16:21:44.96 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Demande à Michelle Boudreau et recherche des numéros de téléphone fédé et prov. Pour #fiducie
 | 
2025-02-20 16:21:45.02 | User | APP_v6.A.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-20 16:21:46.44 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-20 16:21:46.52 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0859 secondes

2025-02-20 16:21:46.57 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-20 16:21:46.61 | User | APP_v6.A.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-20 16:21:47.88 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 5 | 
2025-02-20 16:21:47.93 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-20 16:21:47.98 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4248 | -1 | 
2025-02-20 16:21:48.01 | vgervais | APP_v6.A.1.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0898 secondes

2025-02-20 16:21:48.10 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4256] |  | 0,2305 secondes

2025-02-20 16:21:49.72 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate | R.I. Résidence de Bellechasse Inc. [Sylvie Rocheleau] | 
2025-02-20 16:21:49.77 | vgervais | APP_v6.A.1.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-20 16:21:52.44 | User | APP_v6.A.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-20 16:21:52.49 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-20 16:21:52.54 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-20 16:21:52.59 | User | APP_v6.A.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-20 16:21:52.63 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-20 16:21:53.49 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8633 secondes

2025-02-20 16:21:53.54 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-20 16:21:53.66 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1211 secondes

2025-02-20 16:21:53.70 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-20 | 
2025-02-20 16:21:53.86 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1680 secondes

2025-02-20 16:21:53.91 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-20 | 
2025-02-20 16:21:53.00 | User | APP_v6.A.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-20 16:21:54.05 | User | APP_v6.A.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-20 16:21:54.09 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-20 16:21:54.27 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1836 secondes

2025-02-20 16:21:54.32 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-20 16:21:54.43 | User | APP_v6.A.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1250 secondes

