2025-02-13 22:48:25.98 | vgervais | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-14 17:31:04.94 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4120 | -1 | 
2025-02-14 17:31:04.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0625 secondes

2025-02-14 17:31:05.03 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4121 | 0,1562 secondes

2025-02-14 17:31:05.05 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/14/02/25 | 
2025-02-14 17:31:05.17 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1211 secondes

2025-02-14 17:31:05.20 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 
2025-02-14 17:31:05.25 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 17:31:05.27 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 17:31:05.29 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 17:31:05.43 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1406 secondes

2025-02-14 17:31:05.46 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 17:31:05.56 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-14 17:31:05.58 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3125 secondes

2025-02-14 17:31:05.60 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 17:31:05.78 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1836 secondes

2025-02-14 17:31:05.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 17:31:05.86 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-14 17:31:05.88 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6406 secondes

2025-02-14 17:31:05.96 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 0,7695 secondes

2025-02-14 17:31:05.98 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,0078 secondes

2025-02-14 17:31:06.02 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,0586 secondes

2025-02-14 17:31:34.18 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-14 17:31:34.23 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,0469 secondes

2025-02-14 17:58:42.36 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-14 17:58:42.41 | GuillaumeCharron | APP_v5.P.4.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0664 secondes

2025-02-14 17:58:42.45 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-14 17:58:42.47 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 
2025-02-14 17:58:42.78 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 
2025-02-14 17:58:42.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ResizeTable |  | 0,0234 secondes

2025-02-14 17:58:42.82 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 
2025-02-14 17:58:42.84 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:ApplyFormatting |  | 0,0234 secondes

2025-02-14 17:58:42.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:Client_List_Import_All |  | 0,4570 secondes

2025-02-14 17:58:42.95 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 
2025-02-14 17:58:43.72 | GuillaumeCharron | APP_v5.P.4.xlsb | modImport:TEC_Import_All |  | 0,7773 secondes

2025-02-14 17:58:43.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Activate |  | 1,3047 secondes

2025-02-14 17:58:47.18 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-14 17:58:47.20 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0234 secondes

2025-02-14 17:58:47.69 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-14 17:58:47.71 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date | 14/02/25, 600, 15 | 
2025-02-14 17:58:47.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Complete_Date |  | 0,0234 secondes

2025-02-14 17:58:47.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,0625 secondes

2025-02-14 17:58:47.77 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-14 17:58:47.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/14/02/25 | 
2025-02-14 17:58:47.90 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1094 secondes

2025-02-14 17:58:47.92 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 
2025-02-14 17:58:47.97 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 17:58:47.99 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 17:58:48.01 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 17:58:48.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-14 17:58:48.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 17:58:48.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1016 secondes

2025-02-14 17:58:48.33 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3359 secondes

2025-02-14 17:58:48.35 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 17:58:48.55 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1992 secondes

2025-02-14 17:58:48.57 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 17:58:48.62 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0703 secondes

2025-02-14 17:58:48.66 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6875 secondes

2025-02-14 17:58:48.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/14/02/25 | 0,8164 secondes

2025-02-14 17:58:48.76 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9844 secondes

2025-02-14 17:58:51.52 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-14 17:58:51.55 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0234 secondes

2025-02-14 17:58:51.71 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-14 17:58:51.73 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0234 secondes

2025-02-14 17:59:15.74 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | tenter de comprendre les tableaux d'estimé de prix de vente de Thierry et résoudre les écarts et courriel sommaire | 
2025-02-14 17:59:15.76 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0273 secondes

2025-02-14 17:59:17.68 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-14 17:59:17.70 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0273 secondes

2025-02-14 17:59:17.72 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-14 17:59:17.75 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-14 17:59:21.11 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 2 | 
2025-02-14 17:59:21.14 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-14 17:59:21.16 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 2,00 | 
2025-02-14 17:59:21.19 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-14 17:59:22.24 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-14 17:59:22.27 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-14 17:59:22.29 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-14 17:59:22.31 | GuillaumeCharron | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-14 17:59:22.33 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-14 17:59:23.14 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8086 secondes

2025-02-14 17:59:23.16 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-14 17:59:23.24 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0859 secondes

2025-02-14 17:59:23.26 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-14 | 
2025-02-14 17:59:23.41 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1484 secondes

2025-02-14 17:59:23.43 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 
2025-02-14 17:59:23.48 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-14 17:59:23.51 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-14 17:59:23.53 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-14 17:59:23.70 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1758 secondes

2025-02-14 17:59:23.73 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-14 17:59:23.85 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-14 17:59:23.87 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3633 secondes

2025-02-14 17:59:23.89 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-14 17:59:24.09 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2070 secondes

2025-02-14 17:59:24.12 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-14 17:59:24.17 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-14 17:59:24.20 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7148 secondes

2025-02-14 17:59:24.28 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-14 | 0,8477 secondes

2025-02-14 17:59:24.30 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,0352 secondes

2025-02-14 17:59:24.32 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,0781 secondes

2025-02-14 17:59:25.42 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 
2025-02-14 17:59:25.46 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:UserForm_Terminate |  | 0,0469 secondes

2025-02-14 17:59:26.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 
2025-02-14 17:59:26.21 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Hide_All_Worksheets_Except_Menu |  | 0,0352 secondes

2025-02-14 17:59:26.77 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:SauvegarderEtSortirApplication |  | 
2025-02-14 17:59:27.91 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Delete_User_Active_File |  | 
2025-02-14 17:59:27.95 | GuillaumeCharron | APP_v5.P.4.xlsb | modMenu:Delete_User_Active_File |  | 0,0391 secondes

2025-02-14 17:59:27.97 | GuillaumeCharron | APP_v5.P.4.xlsb | ----- Session terminée NORMALEMENT (modMenu:SauvegarderEtSortirApplication) ----- |  | 

2025-02-15 13:00:26.99 | vgervais | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-15 13:00:27.06 | vgervais | APP_v5.P.3.xlsb | Validation d'accès serveur terminée |  | 0,0039 secondes

2025-02-15 13:00:27.09 | vgervais | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 
2025-02-15 13:00:27.16 | vgervais | APP_v5.P.3.xlsb | modAppli:CreateUserActiveFile |  | 0,0781 secondes

2025-02-15 13:00:27.20 | vgervais | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 
2025-02-15 13:00:27.24 | vgervais | APP_v5.P.3.xlsb | modAppli:SetupUserDateFormat |  | 0,0430 secondes

2025-02-15 13:00:27.27 | vgervais | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 
2025-02-15 13:00:27.60 | vgervais | APP_v5.P.3.xlsb | modAppli:BackupMasterFile |  | 0,3359 secondes

2025-02-15 13:00:27.64 | vgervais | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 
2025-02-15 13:00:27.70 | vgervais | APP_v5.P.3.xlsb | modAppli:WriteInfoOnMainMenu |  | 0,0547 secondes

2025-02-15 13:00:27.73 | vgervais | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 
2025-02-15 13:00:27.77 | vgervais | APP_v5.P.3.xlsb | modMenu:HideDevShapesBasedOnUsername |  | 0,0469 secondes

2025-02-15 13:00:27.81 | vgervais | APP_v5.P.3.xlsb | modAppli:CodeEssentielDepart |  | 0,8203 secondes

2025-02-15 13:00:28.85 | vgervais | APP_v5.P.3.xlsb | modMenu:menuTEC_Click |  | 
2025-02-15 13:00:28.91 | vgervais | APP_v5.P.3.xlsb | modMenu:menuTEC_Click |  | 0,0703 secondes

2025-02-15 13:00:29.79 | vgervais | APP_v5.P.3.xlsb | modMENU_TEC:SaisieHeures_Click |  | 
2025-02-15 13:00:29.86 | vgervais | APP_v5.P.3.xlsb | modMENU_TEC:SaisieHeures_Click |  | 0,0781 secondes

2025-02-15 13:00:29.91 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 
2025-02-15 13:00:29.95 | vgervais | APP_v5.P.3.xlsb | modImport:Client_List_Import_All |  | 
2025-02-15 13:00:30.29 | vgervais | APP_v5.P.3.xlsb | modImport:ResizeTable |  | 
2025-02-15 13:00:30.33 | vgervais | APP_v5.P.3.xlsb | modImport:ResizeTable |  | 0,0430 secondes

2025-02-15 13:00:30.37 | vgervais | APP_v5.P.3.xlsb | modImport:ApplyFormatting |  | 
2025-02-15 13:00:30.41 | vgervais | APP_v5.P.3.xlsb | modImport:ApplyFormatting |  | 0,0430 secondes

2025-02-15 13:00:30.49 | vgervais | APP_v5.P.3.xlsb | modImport:Client_List_Import_All |  | 0,5430 secondes

2025-02-15 13:00:30.52 | vgervais | APP_v5.P.3.xlsb | modImport:TEC_Import_All |  | 
2025-02-15 13:00:30.95 | vgervais | APP_v5.P.3.xlsb | modImport:TEC_Import_All |  | 0,4336 secondes

2025-02-15 13:00:31.01 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:UserForm_Activate |  | 1,0977 secondes

2025-02-15 13:00:31.74 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 
2025-02-15 13:00:31.78 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmbProfessionnel_AfterUpdate |  | 0,0430 secondes

2025-02-15 13:00:37.60 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | techva | 
2025-02-15 13:00:37.64 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0430 secondes

2025-02-15 13:00:37.80 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-15 13:00:37.86 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Coalitech Inc. [Techvac Équipement] Environnement | 
2025-02-15 13:00:37.90 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-15 13:00:37.93 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1739 | 
2025-02-15 13:00:37.98 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-15 13:00:38.02 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2227 secondes

2025-02-15 13:00:38.05 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Coalitech Inc. [Techvac Équipement] Environnement | 
2025-02-15 13:00:38.09 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-15 13:00:38.13 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Groupe Coalitech Inc. [Techvac Équipement] | 
2025-02-15 13:00:38.16 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0391 secondes

2025-02-15 13:00:41.14 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 
2025-02-15 13:00:41.19 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date | 15-02-2025, 600, 15 | 
2025-02-15 13:00:41.23 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Complete_Date |  | 0,0430 secondes

2025-02-15 13:00:41.27 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_BeforeUpdate |  | 0,1289 secondes

2025-02-15 13:00:41.30 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 
2025-02-15 13:00:41.34 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/15-02-2025 | 
2025-02-15 13:00:41.42 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0820 secondes

2025-02-15 13:00:41.45 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/15-02-2025 | 
2025-02-15 13:00:41.50 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-15 13:00:41.54 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-15 13:00:41.57 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-15 13:00:41.69 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1211 secondes

2025-02-15 13:00:41.73 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-15 13:00:41.82 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,0938 secondes

2025-02-15 13:00:41.86 | vgervais | APP_v5.P.3.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3320 secondes

2025-02-15 13:00:41.91 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-15 13:00:42.02 | vgervais | APP_v5.P.3.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1055 secondes

2025-02-15 13:00:42.05 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-15 13:00:42.11 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-15 13:00:42.15 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6562 secondes

2025-02-15 13:00:42.21 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/15-02-2025 | 0,7578 secondes

2025-02-15 13:00:42.25 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtDate_AfterUpdate |  | 0,9531 secondes

2025-02-15 13:01:09.85 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Révision documentation légale + suvis roulement | 
2025-02-15 13:01:09.90 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-15 13:01:11.07 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-15 13:01:11.12 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-15 13:01:11.16 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-15 13:01:11.20 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-15 13:01:14.69 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.4 | 
2025-02-15 13:01:14.73 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0469 secondes

2025-02-15 13:01:14.77 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit | 1,40 | 
2025-02-15 13:01:14.81 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0430 secondes

2025-02-15 13:01:15.94 | vgervais | APP_v5.P.3.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-15 13:01:15.98 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-15 13:01:16.02 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client | Groupe Coalitech Inc. [Techvac Équipement] | 
2025-02-15 13:01:16.05 | vgervais | APP_v5.P.3.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-15 13:01:16.09 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-15 13:01:16.76 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,6719 secondes

2025-02-15 13:01:16.80 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-15 13:01:16.86 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,0625 secondes

2025-02-15 13:01:16.89 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-15 | 
2025-02-15 13:01:16.96 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,0781 secondes

2025-02-15 13:01:17.00 | vgervais | APP_v5.P.3.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-15 | 
2025-02-15 13:01:17.05 | vgervais | APP_v5.P.3.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
