2025-02-24 22:38:20.35 | vgervais | APP_v6.A.2.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 

2025-02-25 16:56:48.34 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-25 | 
2025-02-25 16:56:48.56 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,2227 secondes

2025-02-25 16:56:48.61 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-25 | 
2025-02-25 16:56:48.68 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 16:56:48.72 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 16:56:48.77 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 16:56:48.91 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1562 secondes

2025-02-25 16:56:48.96 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 16:56:49.08 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-25 16:56:49.13 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4297 secondes

2025-02-25 16:56:49.19 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 16:56:49.60 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,4102 secondes

2025-02-25 16:56:49.64 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 16:56:49.78 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1406 secondes

2025-02-25 16:56:49.82 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 1,1484 secondes

2025-02-25 16:56:49.95 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-25 | 1,3477 secondes

2025-02-25 16:56:49.99 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,8906 secondes

2025-02-25 16:56:50.03 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,9766 secondes

2025-02-25 16:57:11.43 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | les entreprises lan | 
2025-02-25 16:57:11.48 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-25 16:57:11.64 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-25 16:57:11.71 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-25 16:57:11.76 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-25 16:57:11.80 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1675 | 
2025-02-25 16:57:11.84 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-25 16:57:11.89 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2500 secondes

2025-02-25 16:57:11.93 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-25 16:57:11.97 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-25 16:57:12.02 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-25 16:57:12.07 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-25 16:57:22.07 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | regsrder contrat | 
2025-02-25 16:57:22.13 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0703 secondes

2025-02-25 16:57:24.41 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .3 | 
2025-02-25 16:57:24.45 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-25 16:57:24.50 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,30 | 
2025-02-25 16:57:24.54 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-25 16:57:26.52 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-25 16:57:26.57 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-25 16:57:26.61 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les entreprises Lanthier et Papineau Inc. [Alain Lanthier] | 
2025-02-25 16:57:26.66 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-25 16:57:26.70 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-25 16:57:27.46 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,7734 secondes

2025-02-25 16:57:27.51 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-25 16:57:27.72 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,2188 secondes

2025-02-25 16:57:27.77 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 2/2025-02-25 | 
2025-02-25 16:57:27.97 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,2109 secondes

2025-02-25 16:57:28.02 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-25 | 
2025-02-25 16:57:28.09 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 16:57:28.14 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 16:57:28.19 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 16:57:28.35 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-25 16:57:28.40 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 16:57:28.52 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1172 secondes

2025-02-25 16:57:28.56 | vgervais | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4258 secondes

2025-02-25 16:57:28.60 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 16:57:29.00 | vgervais | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,4062 secondes

2025-02-25 16:57:29.05 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 16:57:29.17 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1289 secondes

2025-02-25 16:57:29.21 | vgervais | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 1,1250 secondes

2025-02-25 16:57:29.34 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 2/2025-02-25 | 1,3320 secondes

2025-02-25 16:57:29.39 | vgervais | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,8281 secondes

2025-02-25 16:57:29.43 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,9219 secondes

2025-02-25 17:15:00.51 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | talbot | 
2025-02-25 17:15:00.54 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0352 secondes

2025-02-25 17:15:00.85 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Systèmes Domotinc Inc. [Jean-Pier Talbot] Groupe Millenium Micro | 
2025-02-25 17:15:00.88 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0391 secondes

2025-02-25 17:15:00.91 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Systèmes Domotinc Inc. [Jean-Pier Talbot] | 
2025-02-25 17:15:00.94 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0312 secondes

2025-02-25 17:15:13.29 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | fournir les documents requis par le comptables de JP pour sa fiducie | 
2025-02-25 17:15:13.31 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-25 17:15:14.81 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.5 | 
2025-02-25 17:15:14.84 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0352 secondes

2025-02-25 17:15:14.86 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-25 17:15:14.89 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0273 secondes

2025-02-25 17:15:16.06 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-25 17:15:16.09 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-25 17:15:16.11 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Systèmes Domotinc Inc. [Jean-Pier Talbot] | 
2025-02-25 17:15:16.13 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0273 secondes

2025-02-25 17:15:16.16 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-25 17:15:16.99 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8398 secondes

2025-02-25 17:15:17.02 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-25 17:15:17.13 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1172 secondes

2025-02-25 17:15:17.15 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/2025-02-25 | 
2025-02-25 17:15:17.33 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1797 secondes

2025-02-25 17:15:17.36 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-25 | 
2025-02-25 17:15:17.43 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 17:15:17.45 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 17:15:17.48 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 17:15:17.66 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1836 secondes

2025-02-25 17:15:17.69 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 17:15:17.80 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-25 17:15:17.82 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3633 secondes

2025-02-25 17:15:17.84 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 17:15:18.19 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,3594 secondes

2025-02-25 17:15:18.21 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 17:15:18.31 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0977 secondes

2025-02-25 17:15:18.33 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,9023 secondes

2025-02-25 17:15:18.41 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/2025-02-25 | 1,0586 secondes

2025-02-25 17:15:18.43 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,3516 secondes

2025-02-25 17:15:18.46 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,4062 secondes

2025-02-25 17:16:41.52 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 18 | 
2025-02-25 17:16:41.55 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 17:16:41.59 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4380 | -1 | 
2025-02-25 17:16:41.61 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0625 secondes

2025-02-25 17:16:41.67 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4383] |  | 0,1602 secondes

2025-02-25 17:16:43.41 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9112-9031 Québec Inc. [Guy Béland] | 
2025-02-25 17:16:43.44 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-25 17:16:48.74 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | courriel pour rdv et regarder IMR + lecture courriels | 
2025-02-25 17:16:48.77 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0312 secondes

2025-02-25 17:16:49.73 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 0.5 | 
2025-02-25 17:16:49.76 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-25 17:16:49.79 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-25 17:16:49.80 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-25 17:16:51.00 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click | 4383 | 
2025-02-25 17:16:51.02 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-25 17:16:51.05 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4383 | 
2025-02-25 17:16:51.88 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4383 | 0,8320 secondes

2025-02-25 17:16:51.90 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4383 | 
2025-02-25 17:16:51.92 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 17:16:51.96 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4380 | -1 | 
2025-02-25 17:16:51.98 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0664 secondes

2025-02-25 17:16:52.07 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4383 | 0,1719 secondes

2025-02-25 17:16:52.09 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/25/02/25 | 
2025-02-25 17:16:52.23 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1406 secondes

2025-02-25 17:16:52.25 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 
2025-02-25 17:16:52.33 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 17:16:52.35 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 17:16:52.38 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 17:16:52.52 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-25 17:16:52.55 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 17:16:52.66 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1094 secondes

2025-02-25 17:16:52.68 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3281 secondes

2025-02-25 17:16:52.70 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 17:16:52.96 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2656 secondes

2025-02-25 17:16:52.99 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 17:16:53.05 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0703 secondes

2025-02-25 17:16:53.08 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,7539 secondes

2025-02-25 17:16:53.16 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 0,9102 secondes

2025-02-25 17:16:53.18 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,1641 secondes

2025-02-25 17:16:53.21 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,2109 secondes

2025-02-25 17:18:37.33 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 23 | 
2025-02-25 17:18:37.36 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 17:18:37.40 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4385 | -1 | 
2025-02-25 17:18:37.43 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0664 secondes

2025-02-25 17:18:37.48 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4392] |  | 0,1602 secondes

2025-02-25 17:18:38.61 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Acier Altitube Inc. [Philippe Robillard] | 
2025-02-25 17:18:38.63 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0273 secondes

2025-02-25 17:18:42.66 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 2.5 | 
2025-02-25 17:18:42.69 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0312 secondes

2025-02-25 17:18:42.71 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit | 2,50 | 
2025-02-25 17:18:42.73 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0234 secondes

2025-02-25 17:18:43.94 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click | 4392 | 
2025-02-25 17:18:43.97 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 
2025-02-25 17:18:43.99 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4392 | 
2025-02-25 17:18:44.82 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 4392 | 0,8359 secondes

2025-02-25 17:18:44.84 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4392 | 
2025-02-25 17:18:44.87 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 17:18:44.91 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4385 | -1 | 
2025-02-25 17:18:44.93 | GuillaumeCharron | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,0625 secondes

2025-02-25 17:18:45.02 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 4392 | 0,1758 secondes

2025-02-25 17:18:45.04 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 1/25/02/25 | 
2025-02-25 17:18:45.17 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1367 secondes

2025-02-25 17:18:45.20 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 
2025-02-25 17:18:45.27 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-25 17:18:45.29 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-25 17:18:45.31 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-25 17:18:45.45 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-25 17:18:45.48 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-25 17:18:45.60 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-25 17:18:45.63 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3398 secondes

2025-02-25 17:18:45.65 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-25 17:18:45.00 | GuillaumeCharron | APP_v6.A.2.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,3516 secondes

2025-02-25 17:18:46.02 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-25 17:18:46.09 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0781 secondes

2025-02-25 17:18:46.12 | GuillaumeCharron | APP_v6.A.2.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8516 secondes

2025-02-25 17:18:46.20 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/25/02/25 | 1,0039 secondes

2025-02-25 17:18:46.22 | GuillaumeCharron | APP_v6.A.2.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 2,2539 secondes

2025-02-25 17:18:46.24 | GuillaumeCharron | APP_v6.A.2.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 2,3047 secondes

2025-02-25 17:18:48.08 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick | 4 | 
2025-02-25 17:18:48.14 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 
2025-02-25 17:18:48.20 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID - Row # = 4357 | -1 | 
2025-02-25 17:18:48.24 | vgervais | APP_v6.A.2.xlsb | modFunctions:Fn_Find_Row_Number_TECID |  | 0,1055 secondes

2025-02-25 17:18:48.31 | vgervais | APP_v6.A.2.xlsb | ufSaisieHeures:lsbHresJour_dblClick[4380] |  | 0,2344 secondes

