
2024-10-07 06:58:20.600 | User | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Initialize @00091 | 31
2024-10-07 16:45:59.320 | User | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:45:59.480 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:45:59.740 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:45:59.790 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:45:59.830 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:45:59.920 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:46:00.010 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:46:00.340 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:46:00.650 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:00.690 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:06.250 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 16:46:06.290 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:06.300 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:07.320 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:46:07.380 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:07.400 | GuillaumeCharron | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:46:08.890 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 16:46:08.930 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 16:46:08.990 | GuillaumeCharron | info      | @00031 - avant = 07/10/2024   type = String   après assignation | 31
2024-10-07 16:46:09.010 | GuillaumeCharron | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:46:09.020 | GuillaumeCharron | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31
2024-10-07 16:46:09.040 | GuillaumeCharron | adjust    | @00051 - La date a été changée pour corriger la date - 07/10/2024 ---> 2024-10-07 | 31

2024-10-07 16:46:09.050 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 16:46:09.260 | GuillaumeCharron | ADD++++++ | 1558 | GC | 07/10/24 | 1785 | 9172-2264 Québec Inc. [Technologies MFG] | tel avec Vlad sur clause de convention d'actionnaires | 0,40 | VRAI |  | 2024-10-07 16:46:09 | 31

2024-10-07 16:46:09.430 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 16:46:09.460 | GuillaumeCharron | info      | @00550 - dateValue = 07/10/24   type = Date   après assignation | 31

2024-10-07 16:46:09.600 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:46:09.640 | GuillaumeCharron | info      | @00203 - wshAdmin.Range('TEC_Date').value = 07/10/24   type = Date | 31
2024-10-07 16:46:09.660 | GuillaumeCharron | info      | @00206 - wshTEC_Local.Range('S3').value = 07/10/24   type = Date après assignation | 31

2024-10-07 16:46:09.800 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:46:09.900 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:09.910 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:09.950 | GuillaumeCharron | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:46:09.980 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:46:10.010 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:46:10.240 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:46:10.450 | GuillaumeCharron | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:10.470 | GuillaumeCharron | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:15.090 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:46:15.210 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:15.250 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:17.610 | User | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 16:46:17.700 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:17.750 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:21.010 | User | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:46:21.210 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:21.260 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:46:22.410 | User | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 16:46:22.500 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 16:46:22.650 | User | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 16:46:22.700 | User | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:46:22.740 | User | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 16:46:22.790 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 16:46:23.420 | User | ADD++++++ | 1559 | ML | 2024-10-07 | 1051 | Arthur Malouin Ltée [Yvan Malouin] | Conseils à Joannie pour sa consolidation | 0,75 | VRAI |  | 2024-10-07 16:46:23 | 31

2024-10-07 16:46:23.730 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 16:46:23.830 | User | info      | @00550 - dateValue = 2024-10-07   type = Date   après assignation | 31

2024-10-07 16:46:23.970 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:46:24.100 | User | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 16:46:24.160 | User | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:46:24.320 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:46:24.560 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:24.610 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:24.650 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:46:24.750 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:46:24.830 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:46:25.160 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:46:25.480 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:25.520 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:37.030 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:46:37.140 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:37.180 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:40.010 | User | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 16:46:40.110 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:40.160 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:46:43.650 | User | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:46:55.030 | User | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:46:55.270 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:55.320 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:46:59.570 | User | entering  | E n t e r i n g   ufSaisieHeures:chbFacturable_AfterUpdate @00424 | 31

2024-10-07 16:46:59.680 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:46:59.730 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:47:00.460 | User | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 16:47:00.550 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 16:47:00.700 | User | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 16:47:00.740 | User | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:47:00.790 | User | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 16:47:00.830 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 16:47:01.450 | User | ADD++++++ | 1560 | ML | 2024-10-07 | 5 | z_Administratif_Autres non chargeables | Validation de la méthode d'approbation dans Mon Dossier à l'ARC | 0,75 | FAUX |  | 2024-10-07 16:47:01 | 31

2024-10-07 16:47:01.720 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 16:47:01.840 | User | info      | @00550 - dateValue = 2024-10-07   type = Date   après assignation | 31

2024-10-07 16:47:01.980 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:47:02.070 | User | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 16:47:02.130 | User | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:47:02.300 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:47:02.570 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:47:02.620 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:47:02.680 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:47:02.780 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:47:02.880 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:47:03.240 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:47:03.530 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:47:03.570 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:47:27.400 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:47:27.510 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:47:27.550 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:47:29.490 | User | entering  | E n t e r i n g   ufSaisieHeures:lstboxNomClient_DblClick @00068 | 31

2024-10-07 16:47:29.680 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:47:29.730 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:47:29.830 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:47:29.880 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:48:13.450 | User | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 16:48:13.550 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:48:13.590 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:48:17.360 | User | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:48:17.560 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:48:17.610 | User | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:48:19.480 | User | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 16:48:19.570 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 16:48:19.710 | User | info      | @00031 - avant = 2024-10-07   type = String   après assignation | 31
2024-10-07 16:48:19.760 | User | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:48:19.810 | User | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31

2024-10-07 16:48:19.860 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 16:48:20.580 | User | ADD++++++ | 1561 | ML | 2024-10-07 | 1147 | Paré assurances et Services Financiers Inc. [Pierre Paré] | Placement Paré: Montage du dossier au 31 juillet 2024 | 1,75 | VRAI |  | 2024-10-07 16:48:20 | 31

2024-10-07 16:48:20.910 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 16:48:21.000 | User | info      | @00550 - dateValue = 2024-10-07   type = Date   après assignation | 31

2024-10-07 16:48:21.140 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:48:21.240 | User | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 16:48:21.290 | User | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:48:21.470 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:48:21.700 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:48:21.750 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:48:21.790 | User | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:48:21.880 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:48:21.970 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:48:22.310 | User | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:48:22.610 | User | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:48:22.660 | User | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:48:51.390 | User | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Terminate @00099 | 31

2024-10-07 16:50:09.820 | Annie | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Initialize @00091 | 31

2024-10-07 16:50:09.980 | Annie | entering  | E n t e r i n g   ufSaisieHeures:UserForm_Activate @00014 | 31

2024-10-07 16:50:12.670 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:50:12.740 | Annie | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:50:17.910 | Annie | entering  | E n t e r i n g   ufSaisieHeures:cmbProfessionnel_AfterUpdate @00136 | 31

2024-10-07 16:50:18.230 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtDate_Enter @00172 | 31
2024-10-07 16:50:18.320 | Annie | info      | @00178 - .txtDate.value = 07-10-2024   y = 2024   m = 7   d = 10 | 31

2024-10-07 16:50:19.950 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtDate_BeforeUpdate @00187 | 31
2024-10-07 16:50:20.120 | Annie | info      | @00193 - .txtDate.value = 07-10-2024   y = 2024   m = 7   d = 10   type = String | 31
2024-10-07 16:50:20.280 | Annie | info      | @00199 - fullDate = 2024-07-10   y = 2024   m = 7   d = 10   type = Date | 31
2024-10-07 16:50:20.370 | Annie | info      | @00223 - fullDate = 2024-07-10   y = 2024   m = 7   d = 10   type = Date | 31
2024-10-07 16:50:20.460 | Annie | info      | @00228 - DateSerial = 2024-10-07   y = 2024   m = 10   d = 7   type = Date | 31

2024-10-07 16:50:20.660 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtDate_AfterUpdate @00265 | 31
2024-10-07 16:50:20.820 | Annie | event     | @00269 - .txtDate.value =  = 10/07/2024   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:50:20.920 | Annie | info      | @00277 - dateStr =  = 10/07/2024   y = 2024   m = 10   d = 7   type = String   après assignation | 31
2024-10-07 16:50:21.010 | Annie | info      | @00284 - dateFormated =  = 2024-10-07   y = 2024   m = 10   d = 7   type = Date   après assignation | 31
2024-10-07 16:50:21.110 | Annie | info      | @00291 - wshAdmin.Range('TEC_Date').value =  = 2024-10-07   y = 2024   m = 10   d = 7   type = Date   après assignation | 31

2024-10-07 16:50:21.210 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:50:21.370 | Annie | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 16:50:21.460 | Annie | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:50:21.680 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:50:21.910 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:50:24.690 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:50:24.850 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:50:24.940 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:50:27.750 | Annie | entering  | E n t e r i n g   ufSaisieHeures:lstboxNomClient_DblClick @00068 | 31

2024-10-07 16:50:28.040 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:50:28.130 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:50:28.300 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:50:28.380 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:51:17.780 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtActivite_AfterUpdate @00351 | 31

2024-10-07 16:51:17.930 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:18.020 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:51:25.360 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtHeures_AfterUpdate @00369 | 31

2024-10-07 16:51:25.700 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:25.790 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:51:25.940 | Annie | entering  | E n t e r i n g   ufSaisieHeures:chbFacturable_AfterUpdate @00424 | 31

2024-10-07 16:51:26.110 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:26.190 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:51:26.690 | Annie | entering  | E n t e r i n g   ufSaisieHeures:chbFacturable_AfterUpdate @00424 | 31

2024-10-07 16:51:26.860 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:26.940 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:51:28.180 | Annie | entering  | E n t e r i n g   ufSaisieHeures:chbFacturable_AfterUpdate @00424 | 31

2024-10-07 16:51:28.340 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:28.430 | Annie | info      | @00835 - Paramètres : add = Vrai  update = Faux  delete = Faux  clear = Vrai | 31

2024-10-07 16:51:31.150 | Annie | entering  | E n t e r i n g   ufSaisieHeures:cmdAdd_Click @00479 | 31

2024-10-07 16:51:31.330 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Ajoute_Ligne @00018 | 31
2024-10-07 16:51:31.590 | Annie | info      | @00031 - avant = 10/07/2024   type = String   après assignation | 31
2024-10-07 16:51:31.670 | Annie | info      | @00036 - ufSaisieHeures.txtDate.value --->   y = 2024   m = 10   d = 7   type = String | 31
2024-10-07 16:51:31.750 | Annie | info      | @00048 - ufSaisieHeures.txtDate.value = 2024-10-07   type = String   après assignation | 31
2024-10-07 16:51:31.830 | Annie | adjust    | @00051 - La date a été changée pour corriger la date - 10/07/2024 ---> 2024-10-07 | 31

2024-10-07 16:51:31.940 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB @00309 | 31
2024-10-07 16:51:33.380 | Annie | ADD++++++ | 1562 | AR | 2024-10-07 | 5 | z_Administratif_Autres non chargeables | Révision des courriels reçus pendant mes vacances, mise à jour des applications et suivi avec Robert, révision des choses à faire avec Michel | 0.75 | FAUX |  | 2024-10-07 16:51:33 | 31

2024-10-07 16:51:34.040 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Record_Add_Or_Update_Locally @00536 | 31
2024-10-07 16:51:34.210 | Annie | info      | @00550 - dateValue = 2024-10-07   type = Date   après assignation | 31

2024-10-07 16:51:34.430 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Get_All_TEC_AF @00190 | 31
2024-10-07 16:51:34.620 | Annie | info      | @00203 - wshAdmin.Range('TEC_Date').value = 2024-10-07   type = Date | 31
2024-10-07 16:51:34.710 | Annie | info      | @00206 - wshTEC_Local.Range('S3').value = 2024-10-07   type = Date après assignation | 31

2024-10-07 16:51:34.970 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours @00621 | 31

2024-10-07 16:51:35.210 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:35.290 | Annie | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:51:35.390 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_Enter @00323 | 31

2024-10-07 16:51:35.540 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Update_All @00726 | 31

2024-10-07 16:51:35.690 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Push_TEC_Local_To_DB_Data @00686 | 31

2024-10-07 16:51:36.140 | Annie | entering  | E n t e r i n g   modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables @00739 | 31

2024-10-07 16:51:36.590 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
2024-10-07 16:51:36.680 | Annie | info      | @00835 - Paramètres : add = Faux  update = Faux  delete = Faux  clear = Faux | 31

2024-10-07 16:51:40.730 | Annie | entering  | E n t e r i n g   ufSaisieHeures:txtClient_AfterUpdate @00333 | 31

2024-10-07 16:51:40.880 | Annie | entering  | E n t e r i n g   modTEC_Saisie:Buttons_Enabled_True_Or_False @00833 | 31
