2025-02-13 05:49:38.89 | GuillaumeCharron | APP_v5.P.3.xlsb | ----- Début d'une nouvelle session (modAppli:CodeEssentielDepart) ----- |  | 
2025-02-13 17:21:10.80 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1367 secondes

2025-02-13 17:21:10.83 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 17:21:10.93 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1055 secondes

2025-02-13 17:21:10.95 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,3047 secondes

2025-02-13 17:21:10.97 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 17:21:11.18 | GuillaumeCharron | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,2070 secondes

2025-02-13 17:21:11.20 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 17:21:11.25 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0586 secondes

2025-02-13 17:21:11.29 | GuillaumeCharron | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,6602 secondes

2025-02-13 17:21:11.36 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 1/13/02/25 | 0,7773 secondes

2025-02-13 17:21:11.38 | GuillaumeCharron | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Modifie_Ligne |  | 1,9141 secondes

2025-02-13 17:21:11.40 | GuillaumeCharron | APP_v5.P.4.xlsb | ufSaisieHeures:cmdUpdate_Click |  | 1,9570 secondes

2025-02-13 17:21:17.07 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | A | 
2025-02-13 17:21:17.14 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0703 secondes

2025-02-13 17:21:17.89 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 17:21:17.00 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 17:21:18.04 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:21:18.08 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 5 | 
2025-02-13 17:21:18.14 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0625 secondes

2025-02-13 17:21:18.19 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,3047 secondes

2025-02-13 17:21:18.23 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 17:21:18.27 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:21:18.32 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | z_Administratif_Autres non chargeables | 
2025-02-13 17:21:18.36 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-13 17:21:24.56 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Problème avec l'application
 | 
2025-02-13 17:21:24.62 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0703 secondes

2025-02-13 17:21:26.84 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .5 | 
2025-02-13 17:21:26.88 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0508 secondes

2025-02-13 17:21:26.93 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,50 | 
2025-02-13 17:21:26.98 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0547 secondes

2025-02-13 17:21:28.57 | User | APP_v5.P.4.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 
2025-02-13 17:21:28.63 | User | APP_v5.P.4.xlsb | ufSaisieHeures:chbFacturable_AfterUpdate |  | 0,0664 secondes

2025-02-13 17:21:29.34 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 17:21:29.39 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 17:21:29.44 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 17:21:29.48 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-13 17:21:29.53 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 17:21:30.37 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8477 secondes

2025-02-13 17:21:30.42 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 17:21:30.55 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1367 secondes

2025-02-13 17:21:30.59 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-13 | 
2025-02-13 17:21:30.75 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1641 secondes

2025-02-13 17:21:30.80 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 
2025-02-13 17:21:30.88 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 17:21:30.92 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 17:21:30.97 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 17:21:31.13 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1719 secondes

2025-02-13 17:21:31.19 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 17:21:31.31 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1328 secondes

2025-02-13 17:21:31.36 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4375 secondes

2025-02-13 17:21:31.40 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 17:21:31.54 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1484 secondes

2025-02-13 17:21:31.59 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 17:21:31.66 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,0781 secondes

2025-02-13 17:21:31.70 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8320 secondes

2025-02-13 17:21:31.92 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 1,1367 secondes

2025-02-13 17:21:31.97 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,5859 secondes

2025-02-13 17:21:32.02 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,6797 secondes

2025-02-13 17:21:40.82 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9307 | 
2025-02-13 17:21:40.87 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0586 secondes

2025-02-13 17:21:40.98 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 17:21:41.07 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9307-2411 Québec Inc. [Capitaine Vap] Capt'n Vape | 
2025-02-13 17:21:41.11 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-13 17:21:41.14 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1388 | 
2025-02-13 17:21:41.20 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-13 17:21:41.24 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2656 secondes

2025-02-13 17:21:41.29 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9307-2411 Québec Inc. [Capitaine Vap] Capt'n Vape | 
2025-02-13 17:21:41.32 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0430 secondes

2025-02-13 17:21:41.37 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | 9307-2411 Québec Inc. [Capitaine Vap] | 
2025-02-13 17:21:41.41 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0469 secondes

2025-02-13 17:21:50.79 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Montage du projet pour les T5 du Groupe
 | 
2025-02-13 17:21:50.86 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0742 secondes

2025-02-13 17:21:53.36 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1.25 | 
2025-02-13 17:21:53.42 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0625 secondes

2025-02-13 17:21:53.46 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 1,25 | 
2025-02-13 17:21:53.52 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0586 secondes

2025-02-13 17:21:55.88 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 17:21:55.93 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 17:21:55.97 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 9307-2411 Québec Inc. [Capitaine Vap] | 
2025-02-13 17:21:56.02 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0547 secondes

2025-02-13 17:21:56.07 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 17:21:56.91 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8516 secondes

2025-02-13 17:21:56.96 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 17:21:57.11 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1602 secondes

2025-02-13 17:21:57.17 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-13 | 
2025-02-13 17:21:57.34 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1719 secondes

2025-02-13 17:21:57.38 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 
2025-02-13 17:21:57.43 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 17:21:57.47 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 17:21:57.52 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 17:21:57.67 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1602 secondes

2025-02-13 17:21:57.72 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 17:21:57.84 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-13 17:21:57.88 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4141 secondes

2025-02-13 17:21:57.93 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 17:21:58.05 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1328 secondes

2025-02-13 17:21:58.09 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 17:21:58.22 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1289 secondes

2025-02-13 17:21:58.26 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8398 secondes

2025-02-13 17:21:58.52 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 1,1484 secondes

2025-02-13 17:21:58.57 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,6445 secondes

2025-02-13 17:21:58.61 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,7383 secondes

2025-02-13 17:22:53.06 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les équi | 
2025-02-13 17:22:53.12 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0703 secondes

2025-02-13 17:22:53.20 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 17:22:53.29 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Équipements Cofa Inc. [Olivier Bertrand] | 
2025-02-13 17:22:53.33 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-13 17:22:53.38 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1740 | 
2025-02-13 17:22:53.42 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-13 17:22:53.48 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2852 secondes

2025-02-13 17:22:53.53 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Équipements Cofa Inc. [Olivier Bertrand] | 
2025-02-13 17:22:53.57 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:22:53.61 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Les Équipements Cofa Inc. [Olivier Bertrand] | 
2025-02-13 17:22:53.66 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0508 secondes

2025-02-13 17:23:01.07 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Réponse à Catherine Hanley
 | 
2025-02-13 17:23:01.12 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0547 secondes

2025-02-13 17:23:04.79 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | .25 | 
2025-02-13 17:23:04.87 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0820 secondes

2025-02-13 17:23:04.92 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 0,25 | 
2025-02-13 17:23:04.96 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-13 17:23:06.79 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 17:23:06.85 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 17:23:06.89 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Les Équipements Cofa Inc. [Olivier Bertrand] | 
2025-02-13 17:23:06.94 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-13 17:23:06.98 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 17:23:07.79 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8086 secondes

2025-02-13 17:23:07.84 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 17:23:07.96 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1328 secondes

2025-02-13 17:23:08.01 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-13 | 
2025-02-13 17:23:08.18 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,1836 secondes

2025-02-13 17:23:08.23 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 
2025-02-13 17:23:08.29 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 17:23:08.33 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 17:23:08.38 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 17:23:08.54 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1680 secondes

2025-02-13 17:23:08.59 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 17:23:08.71 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1211 secondes

2025-02-13 17:23:08.76 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4297 secondes

2025-02-13 17:23:08.80 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 17:23:08.93 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1289 secondes

2025-02-13 17:23:08.97 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 17:23:09.07 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1055 secondes

2025-02-13 17:23:09.12 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8320 secondes

2025-02-13 17:23:09.34 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 1,1094 secondes

2025-02-13 17:23:09.38 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,5391 secondes

2025-02-13 17:23:09.43 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,6445 secondes

2025-02-13 17:23:17.35 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Acces | 
2025-02-13 17:23:17.40 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0586 secondes

2025-02-13 17:23:17.55 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 17:23:17.64 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Accès Habitation [9469-9675 Québec Inc.] | 
2025-02-13 17:23:17.68 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:23:17.72 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 1291 | 
2025-02-13 17:23:17.77 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0508 secondes

2025-02-13 17:23:17.82 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2695 secondes

2025-02-13 17:23:17.87 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Accès Habitation [9469-9675 Québec Inc.] | 
2025-02-13 17:23:17.92 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-13 17:23:17.97 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | Accès Habitation [9469-9675 Québec Inc.] | 
2025-02-13 17:23:18.03 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0625 secondes

2025-02-13 17:23:26.24 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate | Classement des fichiers des fiducies
 | 
2025-02-13 17:23:26.31 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtActivite_AfterUpdate |  | 0,0859 secondes

2025-02-13 17:23:27.30 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate | 1 | 
2025-02-13 17:23:27.36 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_AfterUpdate |  | 0,0664 secondes

2025-02-13 17:23:27.41 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit | 1,00 | 
2025-02-13 17:23:27.45 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtHeures_Exit |  | 0,0508 secondes

2025-02-13 17:23:28.31 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 
2025-02-13 17:23:28.36 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 
2025-02-13 17:23:28.40 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | Accès Habitation [9469-9675 Québec Inc.] | 
2025-02-13 17:23:28.45 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0586 secondes

2025-02-13 17:23:28.50 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 
2025-02-13 17:23:29.32 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_To_DB | 0 | 0,8281 secondes

2025-02-13 17:23:29.36 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 
2025-02-13 17:23:29.55 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Record_Add_Or_Update_Locally | 0 | 0,1953 secondes

2025-02-13 17:23:29.61 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF | 4/2025-02-13 | 
2025-02-13 17:23:29.81 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Get_All_TEC_AF |  | 0,2109 secondes

2025-02-13 17:23:29.86 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 
2025-02-13 17:23:29.92 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change | $U$7 | 
2025-02-13 17:23:29.96 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 
2025-02-13 17:23:30.01 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 
2025-02-13 17:23:30.15 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Update_TDB_From_TEC_Local |  | 0,1445 secondes

2025-02-13 17:23:30.21 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 
2025-02-13 17:23:30.32 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_TdB_Refresh_All_Pivot_Tables |  | 0,1172 secondes

2025-02-13 17:23:30.36 | User | APP_v5.P.4.xlsb | modTEC_TDB:ActualiserTEC_TDB |  | 0,4023 secondes

2025-02-13 17:23:30.40 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 
2025-02-13 17:23:30.53 | User | APP_v5.P.4.xlsb | modStatsHeures:Stats_Heures_AF |  | 0,1289 secondes

2025-02-13 17:23:30.57 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 
2025-02-13 17:23:30.68 | User | APP_v5.P.4.xlsb | modTEC_Saisie:UpdatePivotTables |  | 0,1094 secondes

2025-02-13 17:23:30.72 | User | APP_v5.P.4.xlsb | wshTEC_TDB_Data:Worksheet_Change |  | 0,8047 secondes

2025-02-13 17:23:31.00 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Refresh_ListBox_And_Add_Hours | 4/2025-02-13 | 1,1523 secondes

2025-02-13 17:23:31.05 | User | APP_v5.P.4.xlsb | modTEC_Saisie:TEC_Ajoute_Ligne |  | 2,6914 secondes

2025-02-13 17:23:31.09 | User | APP_v5.P.4.xlsb | ufSaisieHeures:cmdAdd_Click |  | 2,7891 secondes

2025-02-13 17:23:38.95 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate | A | 
2025-02-13 17:23:39.02 | User | APP_v5.P.4.xlsb | ufSaisieHeures:txtClient_AfterUpdate |  | 0,0742 secondes

2025-02-13 17:23:39.11 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 
2025-02-13 17:23:39.19 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
2025-02-13 17:23:39.23 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:23:39.28 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | 5 | 
2025-02-13 17:23:39.32 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client |  | 0,0469 secondes

2025-02-13 17:23:39.38 | User | APP_v5.P.4.xlsb | ufSaisieHeures:lstboxNomClient_DblClick |  | 0,2852 secondes

2025-02-13 17:23:39.43 | User | APP_v5.P.4.xlsb | modFunctions:Fn_Cell_From_BD_Client | z_Administratif_Autres non chargeables | 
